_id,Category,Supporting Ministry,Community,Project,Status,Target Completion Date,Description,Result,Area,Region,Address,Postal Code,Highway / Transit Line,Estimated Total Budget,Municipal Funding,Provincial Funding,Federal Funding,Other Funding,Website,Latitude,Longitude
159,Recreation,Infrastructure,South Frontenac,Frontenac Community Arena Rehabilitation Project,Complete,Mar-22,"The Frontenac Community Arena will be upgraded by improving the ice quality and increasing accessibility features for spectators and patrons. In addition, improvements will increase safety measures for staff and patrons and reduce annual operating and maintenance costs. Other work includes the replacement of various arena equipment such as the timekeeper box, benches, boards, and glass.",,Frontenac,East,4299 Arena Boundary Rd,K0H1T0,,1343750,,Yes,Yes,Yes,https://www.news.ontario.ca/en/release/1000261/canada-and-ontario-invest-to-improve-recreational-facilities-in-the-county-of-frontenac,44.52279,-76.6954
160,Recreation,Infrastructure,South Glengarry,Char-Lan Recreation Centre Ice Pad Replacement – CCRIS,Complete,Oct-22,"The project will replace the refrigerated concrete ice pad along with the dasher boards, glass and netting. The project will improve the safety and accessibility of the arena and provide residents with continued access to recreational activities for years to come.",,"Stormont, Dundas and Glengarry",East,6 Oak Street/Rue,K0C1N0,,1400000,Yes,Yes,Yes,,https://www.news.ontario.ca/en/release/1000034/canada-and-ontario-invest-over-44-m-in-improved-culture-recreation-and-green-infrastructure-in-partnership-with-15-communities-across-ontario,45.143701,-74.573258
161,Recreation,Infrastructure,South Stormont,Community Parks - Pavilion Projects – CCRIS,Planning,2022,The project will construct four 20 by 40 feet pavilions in four community parks. The accessible pavilions will provide visitors with shade and protection from inclement weather.,,"Stormont, Dundas and Glengarry",East,2 Mille Roches Road,K0C1P0,,291500,Yes,Yes,Yes,,https://www.news.ontario.ca/en/release/1000034/canada-and-ontario-invest-over-44-m-in-improved-culture-recreation-and-green-infrastructure-in-partnership-with-15-communities-across-ontario,45.030399,-74.890556
162,Recreation,Infrastructure,South Stormont,Play Structure Upgrades – CCRIS,Complete,Jun-22,The project will install an accessible play structure and surface and remove existing structures and pea stone surfaces. The improvements will allow more residents to access recreational infrastructure.,,"Stormont, Dundas and Glengarry",East,2 Mille Roches Road,K0C1P0,,155250,Yes,Yes,Yes,,https://www.news.ontario.ca/en/release/1000034/canada-and-ontario-invest-over-44-m-in-improved-culture-recreation-and-green-infrastructure-in-partnership-with-15-communities-across-ontario,45.030399,-74.890556
163,Recreation,Infrastructure,Southwest Middlesex,Renovations to the Glencoe Memorial Arena & Glencoe Curling Club,Planning,2023,"Replace refrigerated concrete floors in both facilities; upgrade electrical panel, condenser fan and soft starters; convert to glycol-cooled compressor heads; upgrade ammonia detection & ventilation system and hot water system. Addition of new washroom; two new dressing rooms; sound system; cafeteria counter; and railing.",,Middlesex,Southwest,153 McKellar Street/Rue,N0L1M0,,2706385,Yes,Yes,Yes,,https://www.news.ontario.ca/en/release/1000470/canada-and-ontario-invest-over-35-million-in-35-recreational-and-community-infrastructure-projects,42.747546,-81.716181
164,Recreation,Infrastructure,South-West Oxford,Renovation of Storage Spaces at Beachville District Museum,Planning,Oct-26,"Renovations will involve the restoration of museum’s stone and dirt basement to give the converted house additional structural integrity, humidity control and usable storage space. The aging collection storage space will also be renovated to ensure safer storage of artifacts and to address environmental hazards.",,Oxford,Southwest,584367 Beachville Road,N0J1A0,,97500,,Yes,Yes,Yes,https://www.news.ontario.ca/en/release/1000470/canada-and-ontario-invest-over-35-million-in-35-recreational-and-community-infrastructure-projects,43.0771,-80.8425
165,Recreation,Infrastructure,St. Catharines,Bogart Park Multi-Use Court and Playground,Planning,2022,"This project includes renovations to the tennis courts and playground at Bogart Street Park. Work includes turning the existing courts into multi-use courts for basketball, tennis, and pickleball. The play structure will also be relocated and will include improved accessibility, the base will also be changed to rubber.",,Niagara,Central,50 Church Street/Rue,L2R7C2,,437000,Yes,Yes,Yes,,https://www.news.ontario.ca/en/release/1000660/canada-and-ontario-invest-over-44-million-in-four-recreation-infrastructure-projects-in-the-niagara-region,43.22067,-79.22044
166,Recreation,Infrastructure,St. Charles,Improved recreation facilities for a community centre in St.-Charles,Planning,Jun-23,"Upgrades to the Community Arena will increase occupancy rates and allow the facility to safely host major community events. Once improvements are complete, the renovated facility will feature an updated fire alarm system and widened doors, a new ice resurfacer, new fitness equipment, and a new splash pad.",These renovations will improve safety and accessibility of the facility and enable St.-Charles residents and visitors alike to enjoy the facility for years to come.,Sudbury,Northeast,2 King Street/Rue East/Est,P0M2W0,,404729,Yes,Yes,Yes,,https://www.news.ontario.ca/en/release/61006/canada-and-ontario-invest-in-improved-recreation-facilities-for-a-community-centre-in-st-charles,46.361814,-80.407253
167,Recreation,Infrastructure,St. Joseph,The Centennial Grounds Sports and Culture Revitalization,Planning,2022,"Construction of a new screened room for cultural events, washroom and shower facilities, as well as shade structures to support multiday cultural and sporting events. The construction will involve the resurfacing of the parking lot; new top soil and grass for ground fields and other landscaping; electrical, and lighting upgrades to improve outdoor sport facilities.",,Algoma,Northeast,1669 Arthur Street/Rue,P0R1J0,,285962,Yes,Yes,Yes,,https://www.news.ontario.ca/en/release/1000470/canada-and-ontario-invest-over-35-million-in-35-recreational-and-community-infrastructure-projects,46.295593,-84.037501
168,Recreation,Infrastructure,St. Thomas,Curtis Street Square,Planning,2022,"Creation of a public plaza and meeting area, with enhanced parking area, green space and a pedestrian connection between the St. Thomas Public Library, a new child care centre and the historic L&PS Rail Corridor Tourism Centre and trail system. Additionally an outside courtyard will be developed at the library to enhance the overall experience.",,Elgin,Southwest,545 Talbot Street,N5P3V7,,2100000,Yes,Yes,Yes,Yes,https://www.news.ontario.ca/en/release/1000470/canada-and-ontario-invest-over-35-million-in-35-recreational-and-community-infrastructure-projects,42.77895,-81.192587
169,Recreation,Infrastructure,St. Thomas,Family YMCA of St. Thomas-Elgin Recreation Facility Rehabilitation,Planning,Jan-27,"Rehabilitation of the facility will involve the replacement of the roof over the gymnasium, and the replacement of the balance of roof and the PoolPak pool dehumidification unit, the construction of an additional storage facility, and retrofitting the doors to improve building accessibility.",,Elgin,Southwest,165 Elmwood Ave E,N6C0A8,,1094900,,Yes,Yes,Yes,https://www.news.ontario.ca/en/release/1000470/canada-and-ontario-invest-over-35-million-in-35-recreational-and-community-infrastructure-projects,42.769223,-81.173794
170,Recreation,Infrastructure,Stone Mills,Stone Mills Recreation Centre Arena Floor Replacement,Planning,2023,Upgrades to the Stone Mills Recreation Centre include replacing the existing arena floor with a new concrete slab and in-floor refrigeration piping. The project also includes the construction of new rink boards and alterations to the Ice Resurfacer entrance.,,Lennox and Addington,East,4504 County Road,K0K1N0,,1000000,,Yes,Yes,Yes,https://www.news.ontario.ca/en/release/60961/canada-and-ontario-invest-in-more-accessible-recreation-and-transit-infrastructure-in-the-counties-o-1,44.488,-76.995
171,Recreation,Infrastructure,The Blue Mountains,Capital Improvements to the Marsh Street Centre,Planning,Mar-24,"The project will replace and repair exterior bricks, install new signage, replace the stage ceiling and improve lighting. The practice rooms will also be upgraded with new soundproofing, drywall, carpet and a ventilation system while an accessible washroom will be renovated. The changes will improve the safety, accessibility and functionality of the facility.   ",,Grey,Southwest,187 Marsh St,N0H1J0,,135300,,Yes,Yes,Yes,https://www.news.ontario.ca/en/release/61048/30-bundle-en,44.5472,-80.477
172,Recreation,Infrastructure,The Blue Mountains,Renovations at the Beaver Valley Community Centre,Planning,2023,"The project will replace the parking lot and roof, update lighting, windows, and doors to increase energy efficiency, and upgrade the HVAC system. The changes will improve the functioning and energy efficiency of the community centre.",,Grey,Southwest,32 Mill Street/Rue,N0H2P0,,1718750,Yes,Yes,Yes,,https://www.news.ontario.ca/en/release/61048/30-bundle-en,44.333734,-80.273646
173,Recreation,Infrastructure,Thorold,Battle of Beaverdams Park,Complete,Jul-22,"Construction of a new entranceway to the park with new lighting, asphalt walking trails, an accessible playground, and washroom amenities. A central plaza will be created to house historical artifacts currently in the park. Other project elements include upgrading the band shell by adding amphitheatre-style seating, and drainage and landscaping improvements.",These improvements will increase accessibility for all visitors while enhancing the historic and cultural experience of the park.,Niagara,Central,3540 Schmon Parkway,L2V4A7,,668415,Yes,Yes,Yes,,,43.07235,-79.12063
174,Recreation,Infrastructure,Thunder Bay,Waterfront Phase II - Prince Arthur's Landing Festival Area Improvements,Planning,Mar-26,"Renovations to Thunder Bay’s outdoor festival area to reorient the stage and viewing area, upgrade the electrical and backstage infrastructure for event and concert hosting, and help improve the health and safety of employees, performers and improve the spectator experience.",,Thunder Bay,Northwest,500 Donald Street East,P7C5K4,,4999998,Yes,Yes,Yes,,https://www.news.ontario.ca/en/release/1000516/canada-and-ontario-invest-over-66-million-in-six-recreation-infrastructure-projects-in-the-provinces-northwest-region,48.435809,-89.21468
175,Recreation,Infrastructure,Thunder Bay,Rehabilitation and renovation of the Centre Francophone in Thunder Bay,Planning,Dec-24,"The renovation and expansion of the Centre Francophone, including the construction of a second floor, rehabilitation of the garage, replacement of the roof, renovation of the community hall to expand capacity, and addressing accessibility requirements throughout the building. This includes updates to the bathroom, elevator, ramps, and doors.",,Thunder Bay,Northwest,234 VAN NORMAN ST,P7A4B8,,702257,,Yes,Yes,Yes,https://www.news.ontario.ca/en/release/1000516/canada-and-ontario-invest-over-66-million-in-six-recreation-infrastructure-projects-in-the-provinces-northwest-region,48.436545,-89.220276
176,Recreation,Infrastructure,Tillsonburg,Tillsonburg Community Centre Rehabilitation Project,Planning,Dec-23,"Replacement of the pool area’s tile floors, deck and line, pool roof, pool mechanicals, and lighting, expanding the pool change room for family and gender neutral accessibility, as well as the installation of a new ramp entry into the pool, and the construction of a new 3,600 sq. ft. outdoor splash pad.",,Oxford,Southwest,Floor 2nd 200 Broadway Street/Rue,N4G5A7,,4999503,Yes,Yes,Yes,,https://www.news.ontario.ca/en/release/1000470/canada-and-ontario-invest-over-35-million-in-35-recreational-and-community-infrastructure-projects,42.87169,-80.73595
177,Recreation,Infrastructure,Timmins,McIntyre Headframe Restoration,Complete,Jan-22,"Restoration will include the selection of bidding contractors, detailed engineering designs and drawings, the replacement of the corroded structural steel and wood frame, and the repair of loose cladding and wall anchor backets on the exterior of the headframe.",,Cochrane,Northeast,220 Algonquin Boulevard/Boulevard East/Est,P4N1B3,,1642394,Yes,Yes,Yes,,https://www.news.ontario.ca/en/release/1000470/canada-and-ontario-invest-over-35-million-in-35-recreational-and-community-infrastructure-projects,48.482387,-81.29641
178,Recreation,Infrastructure,Timmins,YMCA of Timmins Renovation: Strengthening Impact in and for our community,Planning,Dec-23,"Renovations to the Timmins Family YMCA include exterior renovations to solve the crumbling façade and lack of insulation, and will also include improvements to the building’s overall accessibility. Insulation and new cladding will be added to the outside of the building. Two exterior cement stairways will also be fixed.",,Cochrane,Northeast,376 Avenue Avenue,P4N4S4,,562500,,Yes,Yes,Yes,https://www.news.ontario.ca/en/release/1000470/canada-and-ontario-invest-over-35-million-in-35-recreational-and-community-infrastructure-projects,48.4788,-81.3467
179,Recreation,Infrastructure,Timmins,Ski Resort Terrain Development for Increased Accessibility,Planning,Oct-24,"Expansion of the snow making system infrastructure to enhance capacity and efficiency while utilizing new modern technologies, and constructing a downhill mountain bike trail system and operation to create additional off-season sustainability and continue to grow activities.",,Cochrane,Northeast,5050 Kamiskotia Road,P4N7G7,,325500,,Yes,Yes,Yes,https://www.news.ontario.ca/en/release/1000470/canada-and-ontario-invest-over-35-million-in-35-recreational-and-community-infrastructure-projects,48.534406,-81.541088
180,Recreation,Infrastructure,Tiny,Toanche Recreation Pavilion,Planning,Sep-24,"The project will replace the skating rink at Toanche Park with a covered skating pavilion with open sides and natural ice, and construct a support building with restrooms, changerooms, storage and a community meeting room. The upgrades will provide local and area residents with better access to the facility.",,Simcoe,Central,130 Balm Beach Road West/Ouest,L0L2J0,,792000,Yes,Yes,Yes,,https://www.news.ontario.ca/en/release/61048/30-bundle-en,44.8161,-79.9503
181,Recreation,Infrastructure,Toronto,Armenian Community Centre of Toronto ,Planning,Dec-23,"The project involves a 15,479 square foot expansion of the existing facility, which will include six multi-purpose rooms, a music room, common room, and a robotics lab.","Once complete, the Armenian Community Centre of Toronto will become a more comprehensive, multi-purpose community hub that will offer additional programming to meet growing cultural and recreational needs and is expected to result in an additional 15,000 residents served per year.",Toronto,Central,45 Hallcrown Place,M2J4Y4,,4301000,,Yes,Yes,Yes,,43.77005,-79.32311
182,Recreation,Infrastructure,Toronto,Norseman Pool Rehabilitation,Planning,Sep-23,"The project will rehabilitate the Norseman Community Pool. The work will include replacing the roof, upgrading the HVAC system, improving the pool tank and deck, and renovating the change rooms to improve accessibility.",,Toronto,Central,City Hall  100 Queen Street/Rue West/Ouest,M5H2N2,,4958537,Yes,Yes,Yes,,https://www.news.ontario.ca/en/release/61003/canada-and-ontario-invest-in-improved-recreational-infrastructure-for-etobicoke-residents,43.634298,-79.516241
183,Recreation,Infrastructure,Toronto,Capital Asset Management Program: Artificial Ice Rink State of Good Repair for Sir Adam Beck and Rosedale Facilities,Planning,Sep-24,"The project will rehabilitate both the Sir Adam Beck and Rosedale artificial outdoor ice rinks. The work will include replacing the refrigeration plants, upgrading mechanical rooms, replacing concrete pads, headers and piping, installing dasher boards and improving accessibility.",,Toronto,Central,City Hall  100 Queen Street/Rue West/Ouest,M5H2N2,,4202266,Yes,Yes,Yes,,https://www.news.ontario.ca/en/release/61003/canada-and-ontario-invest-in-improved-recreational-infrastructure-for-etobicoke-residents,43.602998|43.682897,-79.548150|-79.379433
184,Recreation,Infrastructure,Toronto,High Park Nature Centre Renovation,Planning,Jun-23,"The project will rehabilitate the existing High Park Forest School by undertaking structural upgrades and pest control, and installing new HVAC, mechanical, electrical, sprinkler, emergency power, lighting and safety systems. Accessibility will also be improved with the addition of two lifts. ",The project will improve access to community and recreational infrastructure by providing additional space for Nature Centre programming.,Toronto,Central,City Hall  100 Queen Street/Rue West/Ouest,M5H2N2,,5980000,Yes,Yes,Yes,Yes,https://www.news.ontario.ca/en/release/61121/canada-and-ontario-invest-in-improved-sports-and-recreational-projects-in-toronto,43.651226,-79.463515
185,Recreation,Infrastructure,Toronto,High Park Recreational Trail Improvements,Planning,Sep-23,"The project will eliminate curbs and damaged trail surfaces, improve drainage, and add seating and landscaping.","The upgrades will improve the quality, access and recreational experience of the trail, and ameliorate flooding.",Toronto,Central,City Hall  100 Queen Street/Rue West/Ouest,M5H2N2,,3570000,Yes,Yes,Yes,Yes,https://www.news.ontario.ca/en/release/61121/canada-and-ontario-invest-in-improved-sports-and-recreational-projects-in-toronto,43.642772,-79.460671
186,Recreation,Infrastructure,Toronto,Rehabilitation of Ted Reeve Arena,Planning,Dec-23,"The project will upgrade the mechanical rooms and replace the refrigeration plant, dehumidifier, piping, concrete pad, dasher boards and protective glass for one ice surface.","The rehabilitation will improve accessibility, functionality of the arena, and the quality of experience for users while promoting healthy lifestyles.",Toronto,Central,City Hall  100 Queen Street/Rue West/Ouest,M5H2N2,,6023532,Yes,Yes,Yes,,https://www.news.ontario.ca/en/release/61121/canada-and-ontario-invest-in-improved-sports-and-recreational-projects-in-toronto,43.68452611,-79.29918693
187,Recreation,Infrastructure,Toronto,Rehabilitation of Pine Point and Bill Bolton Arenas,Planning,Jan-26,"The project will upgrade and replace the concrete ice pad surfaces, piping,  dasher boards and refrigeration plant, and upgrade the electrical system and mechanical room at each arena.",The rehabilitation will support the continuation of recreational services and promote healthy lifestyles.,Toronto,Central,City Hall  100 Queen Street/Rue West/Ouest,M5H2N2,,3372000,Yes,Yes,Yes,,https://www.news.ontario.ca/en/release/61121/canada-and-ontario-invest-in-improved-sports-and-recreational-projects-in-toronto,43.7126452468614|43.67130563298175,-79.5427428785665|-79.41512030539741
188,Recreation,Infrastructure,Toronto,Rehabilitation of Ramsden Park Outdoor Twin Pad Artificial Ice Rink,Planning,Dec-26,"The project will replace the refrigeration system and ice pads, upgrade the electrical system, building envelope, mechanical room and lighting, replace the dasher boards and protective screening, and improve accessibility. ","The rehabilitation will provide better access to the park,  support the continuation of recreational programming, and promote healthy lifestyles.",Toronto,Central,,,,4789693,Yes,Yes,Yes,,https://www.news.ontario.ca/en/release/61121/canada-and-ontario-invest-in-improved-sports-and-recreational-projects-in-toronto,,
189,Recreation,Infrastructure,Toronto,Improvements for Toronto’s Downsview Arena,Planning,2022,"The project includes state of good repair works to building components such as the rink pad surface, refrigeration plant, roof, exterior stair, retaining wall, and windows, in addition to accessibility improvements. This work will extend the lifespan and improve the quality of the Downsview arena, and will also allow residents to have better access to skating programs, youth ice sports, and public skating for years to come.",,Toronto,Central,City Hall  100 Queen Street/Rue West/Ouest,M5H2N2,,1761073,Yes,Yes,Yes,,https://www.news.ontario.ca/en/release/1000030/canada-and-ontario-invest-in-improvements-for-torontos-downsview-arena,43.719834,-79.51277
190,Recreation,Infrastructure,Toronto,Upgrades and Repairs to George Bell Arena in Toronto,Planning,Sep-23,"Project work will include extensive roof replacements, mechanical and electrical upgrades, and arena equipment refurbishment. Further, accessibility improvements will be made to the front entrance, washrooms, and pathways from the parking area to the ice skating pad. These upgrades will extend the life of the arena, reduce operating costs, and provide recreation opportunities for community members of all ages and abilities.",,Toronto,Central,City Hall  100 Queen Street/Rue West/Ouest,M5H2N2,,4066453,Yes,Yes,Yes,,https://www.news.ontario.ca/en/release/1000171/canada-and-ontario-invest-in-upgrades-and-repairs-to-george-bell-arena-in-toronto,43.668615,-79.477533
191,Recreation,Infrastructure,Toronto,Herbert H. Carnegie Arena,Planning,Nov-23,"Replace the existing rink slab, windows, doors, frames, flooring, Zamboni slab, millwork, benches, electrical and mechanical systems, plumbing fixtures, interior and exterior signage and security systems, as well as upgrades to washrooms and change rooms. Install new elevator.","Improved recreation infrastructure for approximately 60,000 people annually.",Toronto,Central,City Hall  100 Queen Street/Rue West/Ouest,M5H2N2,,2835397,Yes,Yes,Yes,,,43.773355,-79.450052
192,Recreation,Infrastructure,Toronto,Parkdale Activity Recreation Centre,Planning,Mar-25,Foundation Waterproofing and mould remediation,,Toronto,Central,1499 Queen Street West,M6R1A3,,1485176,Yes,Yes,Yes,,,43.63959,-79.440556
193,Recreation,Infrastructure,Toronto,New Community Centre in Scarborough in Partnership with the YMCA of Greater Toronto,Planning,Mar-24,"The project will see the construction of a new 82,440-square-foot building in the Bridletowne Neighbourhood, with spaces for community, youth, and fitness programming including space for United Way agencies. Approximately 68,652 square feet will be used by the YMCA of Greater Toronto as a Centre of Community to house health and fitness facilities, including a pool and gymnasium; licensed childcare from infant to preschool as well as before-and-after school programming; community space; and offer a variety of programming for people of all ages. The United Way agency will have a dedicated space of 13,788 square feet for community agencies to directly assist local community members.","This facility will allow the YMCA of Greater Toronto, United Way Greater Toronto, and other partners to reduce existing service gaps in the community by connecting fragmented services and enhancing access to programs and services for those in the Bridletowne Community and surrounding area.",Toronto,Central,Unit 300 2200 Yonge Street,M4S2C6,,66989845,,Yes,Yes,Yes,https://www.news.ontario.ca/en/release/1000312/canada-and-ontario-invest-in-new-669-million-community-centre-in-scarborough-in-partnership-with-the-ymca-of-greater-toronto,43.795032,-79.310276
194,Recreation,Infrastructure,Toronto,Upgrades for the accessible community pool at The Safehaven Project for Community Living,Complete,Oct-21,"This project includes the construction of an accessibility ramp in the pool, accessible changing rooms and a pool enclosure to extend the time periods when the pool is open for the public. The construction also includes making the pool shallower to increase safety.","This renovation project will improve access to Safehaven’s swimming programs, which offers children and young adults with complex care needs a place for engaging in social contact and developing new skills. This project will provide residents with greater access to vital recreational and social infrastructure for years to come.",Toronto,Central,1173 Bloor Street West,M6H1M9,,165000,,Yes,Yes,Yes,https://www.news.ontario.ca/en/release/1000315/canada-and-ontario-invest-in-upgrades-for-the-accessible-community-pool-at-the-safehaven-project-for-community-living,43.761034,-79.331114
195,Recreation,Infrastructure,Toronto,Upgrades and repairs to the Tam Heather Curling Club in Toronto,Planning,Sep-23,"This project work will include the replacement of various building systems including both HVAC and life safety systems, improvements to various interior finishes, as well as a number of accessibility upgrades including a refurbished accessible change room in the basement level and an accessible access route from the tennis bubble to the building. These improvements will make the Tam Heather Curling Club more energy efficient and accessible, while providing an opportunity for expanding community recreational programming in improved spaces.",,Toronto,Central,City Hall  100 Queen Street/Rue West/Ouest,M5H2N2,,2742222,Yes,Yes,Yes,,https://www.news.ontario.ca/en/release/1000345/canada-and-ontario-invest-in-upgrades-and-repairs-to-the-tam-heather-curling-club-in-toronto,43.791272,-79.199179
196,Recreation,Infrastructure,Trent Hills,Construction of the Campbellford Recreation and Wellness Centre – CCRIS,Planning,May-24,"Funding will support the construction of a new multipurpose recreation facility. Work includes building an NHL-sized rink, a lane pool, therapy pool, a fitness room, and multipurpose room. This will provide residents, and surrounding communities, with improved access to modern recreational facilities.",,Northumberland,East,66 Front Street/Rue South/Sud,K0L1L0,,16170000,Yes,Yes,Yes,,https://www.news.ontario.ca/en/release/1000034/canada-and-ontario-invest-over-44-m-in-improved-culture-recreation-and-green-infrastructure-in-partnership-with-15-communities-across-ontario,44.284811,-77.805769
197,Recreation,Infrastructure,Trent Lakes,Replacement of Existing Culvert on Trail E108 with New Engineered Steel Bridge,Complete,Sep-21,"The project will replace a deteriorated, 4' diameter culvert with a new 30' clear span steel bridge that includes bearing pads and buttress improvements. Work will improve water flow, and stabilize the existing trail bed and riverbanks from erosion.",,Peterborough,East,878 OLD HUNGERFORD RD,K0K3H0,,93481,,Yes,Yes,Yes,https://www.news.ontario.ca/en/release/61090/en-nr-pete,44.8204,-78.38675
198,Recreation,Infrastructure,Tweed,Tweed Kiwanis Memorial Park Accessible Playground Rehabilitation,Planning,2023,"Upgrades to the Kiwanis Memorial Park playground project will make it more accessible and barrier-free for all users. New features of the park include a rubber surface which will enable wheelchair access, as well as accessible equipment such as zip lines, swings, gliders and spinners.",,Hastings,East,P.O. Box 167,K0K3J0,,423953,,Yes,Yes,Yes,https://www.news.ontario.ca/en/release/60961/canada-and-ontario-invest-in-more-accessible-recreation-and-transit-infrastructure-in-the-counties-o-5,44.473782,-77.307871
199,Recreation,Infrastructure,Val Rita-Harty,Rehabilitation of the Val Rita-Harty Community Centre,Complete,May-22,Rehabilitation of the centre includes converting two former classrooms into a single community space and adding an electronic key system. This will allow for increased access to the community centre and social programming.,,Cochrane,Northeast,"PO box 100, 2 eglise",P0L2G0,,246550,Yes,Yes,Yes,,https://www.news.ontario.ca/en/release/1000470/canada-and-ontario-invest-over-35-million-in-35-recreational-and-community-infrastructure-projects,49.4458,-82.5417
200,Recreation,Infrastructure,Wainfleet,Wainfleet Community Complex,Planning,Oct-26,"Replacement of existing catch basins and two outlets to the municipal drains, as well as the installation of roadside erosion protection walls and drainage curbs to eliminate erosion.","Increase the capacity of the storm water management system, minimize roadside erosion, reduce overland flooding and water infiltration into private septic systems.",Niagara,Central,31940 Hwy 3 Highway,L0S1V0,,1588125,Yes,Yes,Yes,,,42.919839,-79.377498
201,Recreation,Infrastructure,Waterloo,Community Mental Health Recreation Hub,Planning,Mar-24,"The project will construct a new, 6,000 square foot building with multi-purpose spaces and an indoor running and walking track, and demolish a 50-year old structure. The project will provide space for recreation, cultural activities, and community services to better serve vulnerable youth and families.",,Waterloo,Southwest,285 Benjamin Road,N2J3Z4,,2100000,,Yes,Yes,Yes,https://www.news.ontario.ca/en/release/61072/kw-nr-en,43.50024,-80.56684
202,Recreation,Infrastructure,Waterloo,Second Story Addition Stork Family YMCA,Planning,Dec-26,"The project will add a second storey consisting of 4500 square feet of multi-purpose space. The new space will support the expansion of health management programming for individuals dealing with chronic health issues, and allow for additional youth and adult programming.",,Waterloo,Southwest,Suite 203 460 Frederick Street,N2H2P5,,2018250,,Yes,Yes,Yes,https://www.news.ontario.ca/en/release/61072/kw-nr-en,43.47497,-80.57126
203,Recreation,Infrastructure,Wellesley,YMCA Outdoor Centre - Improve Septic System,Planning,2023,"The project will replace an aging and non-compliant septic system, and reconnect the plumbing to the new system. The new system will meet  regulatory requirements and provide a safe, reliable service for children and youth using the venue for school programs and summer camps.   ",,Waterloo,Southwest,Suite 203 460 Frederick Street,N2H2P5,,74750,,Yes,Yes,Yes,https://www.news.ontario.ca/en/release/61072/kw-nr-en,43.50561,-80.66587
204,Recreation,Infrastructure,Wellesley,New Recreation Centre for the Township of Wellesley,Planning,Jul-23,"This new facility will include an ice pad, space for a senior centre and youth centre, walking track, gymnasium, and two soccer pitches. Construction is anticipated to begin in March 2022 with the recreation centre expected to open in Fall 2023.",,Waterloo,Southwest,4639 Lobsinger Line,L4N1M7,,21994324,Yes,Yes,,,https://www.news.ontario.ca/en/release/1000364/ontario-investing-over-16-million-in-new-recreation-centre-for-the-township-of-wellesley,43.478055,-80.779497
205,Recreation,Infrastructure,West Elgin,Historic West Elgin Town Hall Rehabilitation,Planning,Mar-25,"Renovations and upgrades to the Historic Town Hall will include a new asphalt roof, windows, doors, and masonry, improvements to the interior beams, fire rating, stairs and the HVAC system, as well as accessibility upgrades for a barrier-free entrance and the addition of universally accessible washrooms.",,Elgin,Southwest,22413 Hoskins Line Line,N0L2C0,,2516250,Yes,Yes,Yes,,https://www.news.ontario.ca/en/release/1000470/canada-and-ontario-invest-over-35-million-in-35-recreational-and-community-infrastructure-projects,42.5669,-81.6814
206,Recreation,Infrastructure,West Perth,Keterson Park Multi-Use Community Facility,Planning,May-23,"Construction of new multi-use facility will involve the removal of existing structures such as barns, the storage shed and pavilion, the relocation of existing batting cages, site remediation and new site servicing. This will help create a new accessible pathway to pavilion and all baseball diamonds.",,Perth,Southwest,"169 St. David Street, P.O. Box 609",N0K1N0,,1246296,Yes,Yes,Yes,Yes,https://www.news.ontario.ca/en/release/1000470/canada-and-ontario-invest-over-35-million-in-35-recreational-and-community-infrastructure-projects,43.468621,-81.188033
207,Recreation,Infrastructure,Whitby,Whitby Civic Centre Recreation Complex,Planning,Jul-23,Rehabilitation and renovationsm at the Whitby Civic Centre Recreation Complex ,,Durham,Central,575 Rossland Road East/Est,L1N2M8,,4995937,Yes,Yes,Yes,,,43.897659,-78.94535
208,Recreation,Infrastructure,Whitchurch-Stouffville,Community Skating Trail for Whitchurch-Stouffville Residents,Planning,Sep-23,"The work involves constructing a multi-season trail in the Town's primary community park that will be used for skating during winter months. In addition, the project will involve construction of accessible washrooms and changerooms, a shed for the ice resurfacer and a bridge for the resurfacer to access the trail. This investment will support the creation of a fully accessible, inclusive, community hub where residents can enjoy the outdoors, and stay fit and healthy for years to come.",,York,Central,111 sandiford drive,L4A0Z8,,5577000,Yes,Yes,Yes,,https://www.news.ontario.ca/en/release/61195/canada-and-ontario-invest-in-community-skating-trail-for-whitchurch-stouffville-residents,43.9688,-79.244408
209,Recreation,Infrastructure,Windsor,Renovations and Repairs to the Serbian Heritage Museum in Windsor,Complete,Dec-20,"The Serbian Heritage Museum houses the Serbian heritage collection and serves as a hub for community events for Serbians in Canada and the United States. Renovations to the museum will include upgrades to the HVAC system, construction of new storage and hanging units, installation of barrier-free doors, and repairs to sections of the roof. These renovations will improve the functionality of the museum and prevent water and humidity damage to traditional clothing and artifacts.",,Essex,Southwest,6770 Tecumseh Road East,N8T1E6,,109634,,Yes,Yes,Yes,https://www.news.ontario.ca/en/release/1000325/canada-and-ontario-invest-in-renovations-and-repairs-to-the-serbian-heritage-museum-in-windsor,42.31537,-82.94565
210,Recreation,Infrastructure,Windsor,New Media Arts Centre in Windsor,Planning,Apr-24,"The Windsor Centre for Film, Digital Media and the Creative Arts will renovate a historic downtown church, which will provide more space for accessible, community-based and comprehensive media arts programming for residents of all ages in Windsor-Essex, Chatham-Kent and Sarnia-Lambton.",,Essex,Southwest,691 OUELLETTE AVE,N9A4J4,,2969625,,Yes,Yes,Yes,https://www.news.ontario.ca/en/release/1000366/canada-and-ontario-invest-over-29-million-in-new-media-arts-centre-in-windsor,42.31271,-83.03786
